"","city","lat","lng","pop","country","Country.Code","IncomeGroup","Region"
"6260","Sheffield",53.3667,-1.5,922.8,"United Kingdom","GBR","High income","Europe & Central Asia"
"6261","Fort William",56.8165,-5.1121,9.652,"United Kingdom","GBR","High income","Europe & Central Asia"
"6262","Ayr",55.4504,-4.6167,57.2775,"United Kingdom","GBR","High income","Europe & Central Asia"
"6263","Aberdeen",57.1704,-2.08,186.577,"United Kingdom","GBR","High income","Europe & Central Asia"
"6264","Perth",56.4003,-3.47,39.654,"United Kingdom","GBR","High income","Europe & Central Asia"
"6265","Dundee",56.4704,-3,151.0135,"United Kingdom","GBR","High income","Europe & Central Asia"
"6266","Middlesbrough",54.5804,-1.23,279.3745,"United Kingdom","GBR","High income","Europe & Central Asia"
"6267","Coventry",52.4204,-1.5,348.292,"United Kingdom","GBR","High income","Europe & Central Asia"
"6268","Bath",51.3837,-2.35,92.679,"United Kingdom","GBR","High income","Europe & Central Asia"
"6269","Exeter",50.7004,-3.53,108.242,"United Kingdom","GBR","High income","Europe & Central Asia"
"6270","Cambridge",52.2004,0.1166,128.488,"United Kingdom","GBR","High income","Europe & Central Asia"
"6271","Kingston upon Hull",53.7504,-0.33,297.3985,"United Kingdom","GBR","High income","Europe & Central Asia"
"6272","Londonderry",55.0004,-7.3333,82.635,"United Kingdom","GBR","High income","Europe & Central Asia"
"6273","Lisburn",54.5204,-6.67,12.899,"United Kingdom","GBR","High income","Europe & Central Asia"
"6274","Penzance",50.1337,-5.55,18.1505,"United Kingdom","GBR","High income","Europe & Central Asia"
"6275","York",53.9704,-1.08,151.5745,"United Kingdom","GBR","High income","Europe & Central Asia"
"6276","Blackpool",53.8304,-3.05,207.9465,"United Kingdom","GBR","High income","Europe & Central Asia"
"6277","Dumfries",55.0671,-3.55,31.044,"United Kingdom","GBR","High income","Europe & Central Asia"
"6278","Scarborough",54.2804,-0.43,70.571,"United Kingdom","GBR","High income","Europe & Central Asia"
"6279","Plymouth",50.3854,-4.16,239.436,"United Kingdom","GBR","High income","Europe & Central Asia"
"6280","Ipswich",52.0703,1.17,139.012,"United Kingdom","GBR","High income","Europe & Central Asia"
"6281","Norwich",52.6304,1.3,184.196,"United Kingdom","GBR","High income","Europe & Central Asia"
"6282","Brighton",50.8303,-0.17,321.0045,"United Kingdom","GBR","High income","Europe & Central Asia"
"6283","Kirkwall",58.967,-2.95,5.8265,"United Kingdom","GBR","High income","Europe & Central Asia"
"6284","Inverness",57.4671,-4.2333,42.9565,"United Kingdom","GBR","High income","Europe & Central Asia"
"6285","Oxford",51.7704,-1.25,173.681,"United Kingdom","GBR","High income","Europe & Central Asia"
"6286","Luton",51.8804,-0.42,214.8135,"United Kingdom","GBR","High income","Europe & Central Asia"
"6287","Portsmouth",50.8003,-1.08,323.676,"United Kingdom","GBR","High income","Europe & Central Asia"
"6288","Peterborough",52.5804,-0.25,140.141,"United Kingdom","GBR","High income","Europe & Central Asia"
"6289","Nottingham",52.9703,-1.17,565.65,"United Kingdom","GBR","High income","Europe & Central Asia"
"6290","Stoke",53.0004,-2.18,325.61,"United Kingdom","GBR","High income","Europe & Central Asia"
"6291","Dover",51.1337,1.3,32.27,"United Kingdom","GBR","High income","Europe & Central Asia"
"6292","Edinburgh",55.9483,-3.2191,470.3785,"United Kingdom","GBR","High income","Europe & Central Asia"
"6293","Newcastle",55.0004,-1.6,537.191,"United Kingdom","GBR","High income","Europe & Central Asia"
"6294","Liverpool",53.416,-2.918,639.9725,"United Kingdom","GBR","High income","Europe & Central Asia"
"6295","Cardiff",51.5,-3.225,603.75,"United Kingdom","GBR","High income","Europe & Central Asia"
"6296","Wick",58.4333,-3.0834,7.147,"United Kingdom","GBR","High income","Europe & Central Asia"
"6297","Leeds",53.83,-1.58,992.0615,"United Kingdom","GBR","High income","Europe & Central Asia"
"6298","Lerwick",60.15,-1.15,5.604,"United Kingdom","GBR","High income","Europe & Central Asia"
"6299","Manchester",53.5004,-2.248,1312.7575,"United Kingdom","GBR","High income","Europe & Central Asia"
"6300","Birmingham",52.475,-1.92,1634.6665,"United Kingdom","GBR","High income","Europe & Central Asia"
"6301","Belfast",54.6,-5.96,362.588,"United Kingdom","GBR","High income","Europe & Central Asia"
"6302","Glasgow",55.8744,-4.2507,885.134,"United Kingdom","GBR","High income","Europe & Central Asia"
"6303","London",51.5,-0.1167,7994.1045,"United Kingdom","GBR","High income","Europe & Central Asia"
"6304","Faribault",44.2905,-93.268,24.0045,"United States of America","USA","High income","North America"
"6305","Mankato",44.1636,-93.9992,45.7315,"United States of America","USA","High income","North America"
"6306","Albert Lea",43.6478,-93.3687,19.0635,"United States of America","USA","High income","North America"
"6307","Willmar",45.1219,-95.0433,18.432,"United States of America","USA","High income","North America"
"6308","Brainerd",46.358,-94.2008,21.2025,"United States of America","USA","High income","North America"
"6309","Crookston",47.7738,-96.6077,8.2155,"United States of America","USA","High income","North America"
"6310","Hardin",45.7318,-107.6125,3.9755,"United States of America","USA","High income","North America"
"6311","Glendive",47.1086,-104.7105,5.2775,"United States of America","USA","High income","North America"
"6312","Dillon",45.2157,-112.684,4.2135,"United States of America","USA","High income","North America"
"6313","Polson",47.688,-114.1567,5.079,"United States of America","USA","High income","North America"
"6314","Devils Lake",48.1122,-98.8597,7.312,"United States of America","USA","High income","North America"
"6315","Burley",42.5358,-113.7919,11.6445,"United States of America","USA","High income","North America"
"6316","Wallace",47.4742,-115.9269,1.028,"United States of America","USA","High income","North America"
"6317","Kennewick",46.2114,-119.1361,82.331,"United States of America","USA","High income","North America"
"6318","Centralia",46.7164,-122.953,16.9935,"United States of America","USA","High income","North America"
"6319","Glendale",33.5819,-112.1958,363.3605,"United States of America","USA","High income","North America"
"6320","Safford",32.8338,-109.7069,9.7465,"United States of America","USA","High income","North America"
"6321","Casa Grande",32.8794,-111.7566,38.3965,"United States of America","USA","High income","North America"
"6322","Mesa",33.4239,-111.7361,762.2175,"United States of America","USA","High income","North America"
"6323","Lake Havasu City",34.4983,-114.3083,55.4425,"United States of America","USA","High income","North America"
"6324","Berkeley",37.8739,-122.2712,298.257,"United States of America","USA","High income","North America"
"6325","National City",32.6719,-117.098,104.291,"United States of America","USA","High income","North America"
"6326","Mendocino",39.3078,-123.7994,0.548,"United States of America","USA","High income","North America"
"6327","Paso Robles",35.6266,-120.69,26.221,"United States of America","USA","High income","North America"
"6328","Riverside",33.9419,-117.398,297.554,"United States of America","USA","High income","North America"
"6329","Delano",35.7619,-119.2431,42.3965,"United States of America","USA","High income","North America"
"6330","San Mateo",37.5569,-122.3131,361.8065,"United States of America","USA","High income","North America"
"6331","Vallejo",38.1119,-122.2581,133.3675,"United States of America","USA","High income","North America"
"6332","Glenwood Springs",39.5466,-107.3247,11.272,"United States of America","USA","High income","North America"
"6333","Aurora",39.6959,-104.8085,431.9665,"United States of America","USA","High income","North America"
"6334","Greeley",40.4192,-104.74,106.1425,"United States of America","USA","High income","North America"
"6335","Tonopah",38.067,-117.229,1.993,"United States of America","USA","High income","North America"
"6336","Deming",32.2611,-107.7558,15.523,"United States of America","USA","High income","North America"
"6337","Truth or Consequences",33.1336,-107.2529,6.479,"United States of America","USA","High income","North America"
"6338","Las Vegas",35.597,-105.2225,15.521,"United States of America","USA","High income","North America"
"6339","Farmington",36.7542,-108.1861,42.9175,"United States of America","USA","High income","North America"
"6340","Springfield",44.0519,-122.978,55.5315,"United States of America","USA","High income","North America"
"6341","Tillamook",45.4552,-123.8425,6.3515,"United States of America","USA","High income","North America"
"6342","Ontario",44.0266,-116.9619,11.578,"United States of America","USA","High income","North America"
"6343","La Grande",45.3247,-118.0866,13.646,"United States of America","USA","High income","North America"
"6344","Richfield",38.7725,-112.0833,7.3085,"United States of America","USA","High income","North America"
"6345","Nephi",39.7103,-111.8355,4.96,"United States of America","USA","High income","North America"
"6346","Lander",42.833,-108.7326,6.742,"United States of America","USA","High income","North America"
"6347","Powell",44.7587,-108.7584,6.054,"United States of America","USA","High income","North America"
"6348","Paragould",36.0571,-90.5029,22.886,"United States of America","USA","High income","North America"
"6349","Iowa City",41.6611,-91.53,81.343,"United States of America","USA","High income","North America"
"6350","Ottumwa",41.0129,-92.4148,25.2875,"United States of America","USA","High income","North America"
"6351","Spencer",43.1453,-95.1472,10.9385,"United States of America","USA","High income","North America"
"6352","Ft. Dodge",42.5068,-94.1803,26.284,"United States of America","USA","High income","North America"
"6353","Hutchinson",38.0655,-97.9235,42.5365,"United States of America","USA","High income","North America"
"6354","Kansas City",39.1136,-94.6301,324.2215,"United States of America","USA","High income","North America"
"6355","Lawrence",38.9598,-95.2552,88.02,"United States of America","USA","High income","North America"
"6356","Garden City",37.9752,-100.8641,27.4945,"United States of America","USA","High income","North America"
"6357","Manhattan",39.194,-96.5924,51.289,"United States of America","USA","High income","North America"
"6358","Hays",38.8794,-99.3222,20.6385,"United States of America","USA","High income","North America"
"6359","Goodland",39.3485,-101.711,4.2585,"United States of America","USA","High income","North America"
"6360","Independence",39.0911,-94.4153,130.695,"United States of America","USA","High income","North America"
"6361","Kirksville",40.1937,-92.5828,18.083,"United States of America","USA","High income","North America"
"6362","Kearney",40.7007,-99.0811,30.1555,"United States of America","USA","High income","North America"
"6363","Grand Island",40.9223,-98.358,45.2085,"United States of America","USA","High income","North America"
"6364","Alliance",42.1014,-102.8702,8.269,"United States of America","USA","High income","North America"
"6365","Bartlesville",36.7472,-95.9806,24.935,"United States of America","USA","High income","North America"
"6366","Enid",36.3955,-97.8781,45.9635,"United States of America","USA","High income","North America"
"6367","Ardmore",34.1811,-97.1294,24.4675,"United States of America","USA","High income","North America"
"6368","McAlester",34.933,-95.766,19.894,"United States of America","USA","High income","North America"
"6369","Stillwater",36.1354,-97.0683,45.212,"United States of America","USA","High income","North America"
"6370","Lead",44.3508,-103.7658,2.311,"United States of America","USA","High income","North America"
"6371","Slidell",30.275,-89.7811,56.019,"United States of America","USA","High income","North America"
"6372","Lake Charles",30.2264,-93.2172,77.065,"United States of America","USA","High income","North America"
"6373","Metairie",29.9839,-90.1528,270.171,"United States of America","USA","High income","North America"
"6374","New Iberia",30.0036,-91.8183,34.985,"United States of America","USA","High income","North America"
"6375","Bryan",30.6742,-96.3697,108.1565,"United States of America","USA","High income","North America"
"6376","San Marcos",29.8831,-97.9411,58.5535,"United States of America","USA","High income","North America"
"6377","Longview",32.5005,-94.7403,75.658,"United States of America","USA","High income","North America"
"6378","McAllen",26.203,-98.2297,243.291,"United States of America","USA","High income","North America"
"6379","Harlingen",26.1976,-97.6902,86.749,"United States of America","USA","High income","North America"
"6380","Alice",27.7505,-98.0705,21.122,"United States of America","USA","High income","North America"
"6381","New Braunfels",29.6978,-98.1263,45.27,"United States of America","USA","High income","North America"
"6382","Cleburne",32.3515,-97.3925,32.263,"United States of America","USA","High income","North America"
"6383","Brownwood",31.7079,-98.9823,20.261,"United States of America","USA","High income","North America"
"6384","Alpine",30.3607,-103.665,6.4295,"United States of America","USA","High income","North America"
"6385","Van Horn",31.0425,-104.8322,1.797,"United States of America","USA","High income","North America"
"6386","Big Spring",32.2432,-101.4752,23.987,"United States of America","USA","High income","North America"
"6387","Vernon",34.1511,-99.2904,11.5745,"United States of America","USA","High income","North America"
"6388","Childress",34.4249,-100.2139,5.662,"United States of America","USA","High income","North America"
"6389","Hereford",34.8219,-102.3986,15.0235,"United States of America","USA","High income","North America"
"6390","Dalhart",36.0608,-102.5186,6.7635,"United States of America","USA","High income","North America"
"6391","Texas City",29.4109,-94.9628,55.7175,"United States of America","USA","High income","North America"
"6392","Pasadena",29.6609,-95.1477,388.7675,"United States of America","USA","High income","North America"
"6393","Baytown",29.7558,-94.9677,76.6875,"United States of America","USA","High income","North America"
"6394","Arlington",32.6848,-97.0202,545.1075,"United States of America","USA","High income","North America"
"6395","New London",41.3555,-72.1,61.236,"United States of America","USA","High income","North America"
"6396","Stamford",41.0533,-73.5392,434.7815,"United States of America","USA","High income","North America"
"6397","Waterbury",41.55,-73.05,174.236,"United States of America","USA","High income","North America"
"6398","New Bedford",41.6561,-70.9447,115.0825,"United States of America","USA","High income","North America"
"6399","Springfield",42.12,-72.58,287.0035,"United States of America","USA","High income","North America"
"6400","Salem",42.5225,-70.8831,188.982,"United States of America","USA","High income","North America"
"6401","Pittsfield",42.4482,-73.2598,45.202,"United States of America","USA","High income","North America"
"6402","Montpelier",44.26,-72.5758,8.183,"United States of America","USA","High income","North America"
"6403","Auburn",32.6097,-85.4808,61.881,"United States of America","USA","High income","North America"
"6404","Florence",34.7997,-87.6772,40.8065,"United States of America","USA","High income","North America"
"6405","Winter Haven",28.0219,-81.733,68.435,"United States of America","USA","High income","North America"
"6406","Melbourne",28.0833,-80.6083,170.87,"United States of America","USA","High income","North America"
"6407","Homestead",25.4683,-80.4778,60.673,"United States of America","USA","High income","North America"
"6408","Sanford",28.79,-81.28,189.3745,"United States of America","USA","High income","North America"
"6409","Miami Beach",25.8099,-80.1318,248.538,"United States of America","USA","High income","North America"
"6410","Coral Springs",26.2708,-80.2708,185.548,"United States of America","USA","High income","North America"
"6411","Port Charlotte",27,-82.1057,56.806,"United States of America","USA","High income","North America"
"6412","Spring Hill",28.4789,-82.5477,91.8875,"United States of America","USA","High income","North America"
"6413","Palm Coast",29.538,-81.2233,45.03,"United States of America","USA","High income","North America"
"6414","Palatka",29.6477,-81.6513,16.0945,"United States of America","USA","High income","North America"
"6415","Leesburg",28.8105,-81.8833,33.929,"United States of America","USA","High income","North America"
"6416","Lake City",30.1897,-82.6397,20.1595,"United States of America","USA","High income","North America"
"6417","Crestview",30.7542,-86.5726,19.5525,"United States of America","USA","High income","North America"
"6418","Panama City",30.1586,-85.6553,68.8525,"United States of America","USA","High income","North America"
"6419","Dalton",34.7697,-84.9703,45.0775,"United States of America","USA","High income","North America"
"6420","Marietta",33.9556,-84.5432,61.36,"United States of America","USA","High income","North America"
"6421","Waycross",31.2138,-82.3549,17.4455,"United States of America","USA","High income","North America"
"6422","La Grange",33.0365,-85.0319,28.887,"United States of America","USA","High income","North America"
"6423","Southaven",34.9689,-90.0035,79.923,"United States of America","USA","High income","North America"
"6424","Meridian",32.3642,-88.7036,40.8635,"United States of America","USA","High income","North America"
"6425","Laurel",31.6974,-89.1393,23.366,"United States of America","USA","High income","North America"
"6426","Spartanburg",34.9494,-81.9323,81.059,"United States of America","USA","High income","North America"
"6427","Orangeburg",33.4968,-80.8622,24.1925,"United States of America","USA","High income","North America"
"6428","Galesburg",40.9478,-90.3711,32.0785,"United States of America","USA","High income","North America"
"6429","Joliet",41.53,-88.1067,362.9465,"United States of America","USA","High income","North America"
"6430","Cape Girardeau",37.3058,-89.5181,38.1655,"United States of America","USA","High income","North America"
"6431","Rockford",42.2697,-89.0697,204.3715,"United States of America","USA","High income","North America"
"6432","Evanston",42.0483,-87.7,212.243,"United States of America","USA","High income","North America"
"6433","Rock Island",41.4934,-90.5346,102.0555,"United States of America","USA","High income","North America"
"6434","Elgin",42.0395,-88.2899,244.05,"United States of America","USA","High income","North America"
"6435","Richmond",39.8289,-84.8903,41.0155,"United States of America","USA","High income","North America"
"6436","Terre Haute",39.4666,-87.4139,65.1495,"United States of America","USA","High income","North America"
"6437","Lafayette",40.4172,-86.8782,98.104,"United States of America","USA","High income","North America"
"6438","Marion",40.5583,-85.6592,34.249,"United States of America","USA","High income","North America"
"6439","South Bend",41.6833,-86.25,171.791,"United States of America","USA","High income","North America"
"6440","New Albany",38.3109,-85.8213,78.3815,"United States of America","USA","High income","North America"
"6441","Elkhart",41.6829,-85.9688,100.295,"United States of America","USA","High income","North America"
"6442","Hopkinsville",36.8655,-87.4886,31.63,"United States of America","USA","High income","North America"
"6443","London",37.1289,-84.0834,7.844,"United States of America","USA","High income","North America"
"6444","Madisonville",37.3327,-87.5022,20.8585,"United States of America","USA","High income","North America"
"6445","Rocky Mount",35.938,-77.7908,57.179,"United States of America","USA","High income","North America"
"6446","Salisbury",35.6708,-80.4745,33.907,"United States of America","USA","High income","North America"
"6447","Durham",36,-78.92,257.1145,"United States of America","USA","High income","North America"
"6448","Lumberton",34.6272,-79.0119,27.0495,"United States of America","USA","High income","North America"
"6449","Zanesville",39.9403,-82.0133,32.514,"United States of America","USA","High income","North America"
"6450","Mansfield",40.7583,-82.5155,64.039,"United States of America","USA","High income","North America"
"6451","Bowling Green",41.3747,-83.6514,33.1475,"United States of America","USA","High income","North America"
"6452","Springfield",39.92,-83.8,74.4505,"United States of America","USA","High income","North America"
"6453","Lancaster",39.7192,-82.6053,42.356,"United States of America","USA","High income","North America"
"6454","Johnson City",36.3133,-82.3536,68.0705,"United States of America","USA","High income","North America"
"6455","Kingsport",36.5483,-82.5619,50.7095,"United States of America","USA","High income","North America"
"6456","Columbia",35.615,-87.0353,74.866,"United States of America","USA","High income","North America"
"6457","Barlett",35.2229,-89.8411,164.8435,"United States of America","USA","High income","North America"
"6458","Blacksburg",37.2294,-80.4142,53.8455,"United States of America","USA","High income","North America"
"6459","Harrisonburg",38.4494,-78.8692,42.1315,"United States of America","USA","High income","North America"
"6460","Petersburg",37.2278,-77.4022,76.1585,"United States of America","USA","High income","North America"
"6461","Hampton",37.03,-76.3499,256.6015,"United States of America","USA","High income","North America"
"6462","Sheboygan",43.7508,-87.7144,51.148,"United States of America","USA","High income","North America"
"6463","Waukesha",43.0116,-88.2314,159.012,"United States of America","USA","High income","North America"
"6464","La Crosse",43.8014,-91.2394,69.5995,"United States of America","USA","High income","North America"
"6465","Eau Claire",44.8114,-91.4984,71.296,"United States of America","USA","High income","North America"
"6466","Tomah",43.9851,-90.5039,10.7965,"United States of America","USA","High income","North America"
"6467","Janesville",42.6826,-89.0216,65.4765,"United States of America","USA","High income","North America"
"6468","Appleton",44.2687,-88.4005,136.8885,"United States of America","USA","High income","North America"
"6469","Parkersburg",39.2667,-81.5616,46.7495,"United States of America","USA","High income","North America"
"6470","White Sulphur Springs",37.7939,-80.3035,2.154,"United States of America","USA","High income","North America"
"6471","Clarksburg",39.2833,-80.3369,22.5025,"United States of America","USA","High income","North America"
"6472","Dover",39.1581,-75.5247,54.6625,"United States of America","USA","High income","North America"
"6473","St. Charles",38.6031,-76.9389,52.792,"United States of America","USA","High income","North America"
"6474","Annapolis",38.9783,-76.4925,58.776,"United States of America","USA","High income","North America"
"6475","Hagerstown",39.6416,-77.7203,58.4875,"United States of America","USA","High income","North America"
"6476","Paterson",40.92,-74.17,151.205,"United States of America","USA","High income","North America"
"6477","Saratoga Springs",43.083,-73.785,41.891,"United States of America","USA","High income","North America"
"6478","Poughkeepsie",41.7002,-73.9214,100.6705,"United States of America","USA","High income","North America"
"6479","Plattsburg",44.695,-73.458,24.2335,"United States of America","USA","High income","North America"
"6480","Beaver Falls",40.7519,-80.3194,64.8145,"United States of America","USA","High income","North America"
"6481","Altoona",40.5186,-78.395,62.7845,"United States of America","USA","High income","North America"
"6482","Williamsport",41.2411,-77.0014,43.7915,"United States of America","USA","High income","North America"
"6483","Lancaster",40.0378,-76.3058,209.489,"United States of America","USA","High income","North America"
"6484","Allentown",40.6,-75.5,300.9805,"United States of America","USA","High income","North America"
"6485","Waterville",44.5519,-69.6458,20.529,"United States of America","USA","High income","North America"
"6486","Calais",45.166,-67.2424,1.7815,"United States of America","USA","High income","North America"
"6487","Houlton",46.1255,-67.8397,6.0515,"United States of America","USA","High income","North America"
"6488","Benton Harbor",42.1166,-86.4542,34.6375,"United States of America","USA","High income","North America"
"6489","Battle Creek",42.3211,-85.1797,62.454,"United States of America","USA","High income","North America"
"6490","Bay City",43.5945,-83.8889,51.5585,"United States of America","USA","High income","North America"
"6491","Alpena",45.0616,-83.4327,14.524,"United States of America","USA","High income","North America"
"6492","Iron Mountain",45.8225,-88.0641,12.011,"United States of America","USA","High income","North America"
"6493","Ironwood",46.4558,-90.1594,6.4,"United States of America","USA","High income","North America"
"6494","Sand Point",55.3397,-160.4972,0.667,"United States of America","USA","High income","North America"
"6495","Hydaburg",55.214,-132.8006,0.382,"United States of America","USA","High income","North America"
"6496","Mekoryuk",60.3886,-166.1899,0.099,"United States of America","USA","High income","North America"
"6497","Atqasuk",70.4694,-157.3958,0.201,"United States of America","USA","High income","North America"
"6498","Port Heiden",56.9491,-158.6269,0.102,"United States of America","USA","High income","North America"
"6499","Perryville",55.9186,-159.1511,0.113,"United States of America","USA","High income","North America"
"6500","Dillingham",59.0566,-158.4803,1.71,"United States of America","USA","High income","North America"
"6501","Goodnews Bay",59.121,-161.5871,0.23,"United States of America","USA","High income","North America"
"6502","Nyac",61.0041,-159.9405,0.075,"United States of America","USA","High income","North America"
"6503","Tununak",60.5855,-165.2558,0.352,"United States of America","USA","High income","North America"
"6504","Mountain Village",62.0855,-163.729,0.755,"United States of America","USA","High income","North America"
"6505","Emmonak",62.777,-164.523,0.1,"United States of America","USA","High income","North America"
"6506","Kaltag",64.3272,-158.7219,0.19,"United States of America","USA","High income","North America"
"6507","Teller",65.2636,-166.3608,0.083,"United States of America","USA","High income","North America"
"6508","Koyukuk",64.8803,-157.7008,0.101,"United States of America","USA","High income","North America"
"6509","Kobuk",66.9072,-156.881,0.151,"United States of America","USA","High income","North America"
"6510","Selawik",66.6039,-160.0094,0.832,"United States of America","USA","High income","North America"
"6511","Talkeetna",62.3238,-150.1094,1.078,"United States of America","USA","High income","North America"
"6512","Whittier",60.7842,-148.6777,0.177,"United States of America","USA","High income","North America"
"6513","Montana",62.0797,-150.0728,0.01,"United States of America","USA","High income","North America"
"6514","Lake Minchumina",63.8828,-152.3122,0.032,"United States of America","USA","High income","North America"
"6515","Cantwell",63.3916,-148.9508,0.222,"United States of America","USA","High income","North America"
"6516","Gulkana",62.2714,-145.3822,0.119,"United States of America","USA","High income","North America"
"6517","Eagle",64.788,-141.2,0.104,"United States of America","USA","High income","North America"
"6518","Nenana",64.5638,-149.093,0.075,"United States of America","USA","High income","North America"
"6519","Big Delta",64.1525,-145.8422,0.591,"United States of America","USA","High income","North America"
"6520","Allakaket",66.5655,-152.6455,0.097,"United States of America","USA","High income","North America"
"6521","Tanana",65.1719,-152.0788,0.2915,"United States of America","USA","High income","North America"
"6522","Virginia",47.5237,-92.5364,8.709,"United States of America","USA","High income","North America"
"6523","Winona",44.0504,-91.6392,29.7575,"United States of America","USA","High income","North America"
"6524","Rochester",44.0221,-92.4697,102.433,"United States of America","USA","High income","North America"
"6525","Lakeville",44.6501,-93.2425,156.151,"United States of America","USA","High income","North America"
"6526","Ely",47.9004,-91.8257,3.687,"United States of America","USA","High income","North America"
"6527","Moorhead",46.8743,-96.7422,34.3325,"United States of America","USA","High income","North America"
"6528","St. Cloud",45.5612,-94.1622,85.974,"United States of America","USA","High income","North America"
"6529","Miles City",46.4089,-105.84,8.3995,"United States of America","USA","High income","North America"
"6530","Bozeman",45.6801,-111.0378,39.0495,"United States of America","USA","High income","North America"
"6531","Glasgow",48.184,-106.6353,3.144,"United States of America","USA","High income","North America"
"6532","Dickinson",46.884,-102.7888,15.9875,"United States of America","USA","High income","North America"
"6533","Jamestown",46.906,-98.703,14.9545,"United States of America","USA","High income","North America"
"6534","Williston",48.1568,-103.628,12.7675,"United States of America","USA","High income","North America"
"6535","Lihue",21.9815,-159.371,10.6945,"United States of America","USA","High income","North America"
"6536","Wahiawa",21.5031,-158.0236,95.336,"United States of America","USA","High income","North America"
"6537","Wailuku",20.8915,-156.5047,32.7695,"United States of America","USA","High income","North America"
"6538","Montpelier",42.3226,-111.2969,2.7755,"United States of America","USA","High income","North America"
"6539","Twin Falls",42.561,-114.4606,42.9585,"United States of America","USA","High income","North America"
"6540","Caldwell",43.661,-116.6705,83.403,"United States of America","USA","High income","North America"
"6541","Salmon",45.1757,-113.895,3.297,"United States of America","USA","High income","North America"
"6542","Coeur d'Alene",47.6781,-116.7794,34.514,"United States of America","USA","High income","North America"
"6543","Richland",46.2918,-119.2911,39.9405,"United States of America","USA","High income","North America"
"6544","Bellingham",48.7601,-122.4869,86.5655,"United States of America","USA","High income","North America"
"6545","Longview",46.1387,-122.937,51.29,"United States of America","USA","High income","North America"
"6546","Walla Walla",46.0652,-118.3419,37.864,"United States of America","USA","High income","North America"
"6547","Aberdeen",46.9749,-123.8144,24.4,"United States of America","USA","High income","North America"
"6548","Bremerton",47.5736,-122.642,82.0395,"United States of America","USA","High income","North America"
"6549","Everett",47.9604,-122.2,291.948,"United States of America","USA","High income","North America"
"6550","Bullhead City",35.1482,-114.5675,37.989,"United States of America","USA","High income","North America"
"6551","Winslow",35.2847,-110.7007,9.931,"United States of America","USA","High income","North America"
"6552","Gila Bend",32.9504,-112.7247,2.012,"United States of America","USA","High income","North America"
"6553","Tombstone",31.7131,-110.0669,1.3965,"United States of America","USA","High income","North America"
"6554","Willcox",32.2532,-109.8314,4.4515,"United States of America","USA","High income","North America"
"6555","Scottsdale",33.6923,-111.868,15.401,"United States of America","USA","High income","North America"
"6556","Kingman",35.1899,-114.0522,33.3065,"United States of America","USA","High income","North America"
"6557","Grand Canyon",36.0548,-112.1386,1.0685,"United States of America","USA","High income","North America"
"6558","Arcata",40.8852,-124.0882,19.052,"United States of America","USA","High income","North America"
"6559","Stockton",37.9581,-121.2897,488.5065,"United States of America","USA","High income","North America"
"6560","Barstow",34.899,-117.0219,21.119,"United States of America","USA","High income","North America"
"6561","Victorville",34.5365,-117.2903,83.496,"United States of America","USA","High income","North America"
"6562","Pasadena",34.1604,-118.1389,144.618,"United States of America","USA","High income","North America"
"6563","Visalia",36.325,-119.316,114.6995,"United States of America","USA","High income","North America"
"6564","El Centro",32.7924,-115.558,41.6615,"United States of America","USA","High income","North America"
"6565","San Luis Obispo",35.2832,-120.6586,54.759,"United States of America","USA","High income","North America"
"6566","Merced",37.3026,-120.4819,84.355,"United States of America","USA","High income","North America"
"6567","Yuba City",39.141,-121.6158,84.3245,"United States of America","USA","High income","North America"
"6568","Redding",40.587,-122.3906,93.8715,"United States of America","USA","High income","North America"
"6569","Santa Rosa",38.4504,-122.7,193.455,"United States of America","USA","High income","North America"
"6570","Oceanside",33.2205,-117.335,396.4745,"United States of America","USA","High income","North America"
"6571","Modesto",37.6554,-120.99,269.697,"United States of America","USA","High income","North America"
"6572","Irvine",33.6804,-117.83,1611.3035,"United States of America","USA","High income","North America"
"6573","Ukiah",39.1542,-123.2109,21.8265,"United States of America","USA","High income","North America"
"6574","Needles",34.8484,-114.6134,6.2465,"United States of America","USA","High income","North America"
"6575","Bishop",37.364,-118.3941,4.249,"United States of America","USA","High income","North America"
"6576","Palm Springs",33.7774,-116.5331,216.461,"United States of America","USA","High income","North America"
"6577","Santa Maria",34.9401,-120.4366,98.0925,"United States of America","USA","High income","North America"
"6578","Tulare",36.207,-119.3441,53.0055,"United States of America","USA","High income","North America"
"6579","Mt. Shasta",41.3104,-122.3094,3.7425,"United States of America","USA","High income","North America"
"6580","Crescent City",41.7565,-124.2005,9.4395,"United States of America","USA","High income","North America"
"6581","Fort Collins",40.5607,-105.0589,178.8185,"United States of America","USA","High income","North America"
"6582","Pueblo",38.2804,-104.63,108.244,"United States of America","USA","High income","North America"
"6583","Lamar",38.0865,-102.6194,8.567,"United States of America","USA","High income","North America"
"6584","Trinidad",37.1713,-104.5064,8.7015,"United States of America","USA","High income","North America"
"6585","Gunnison",38.5448,-106.9283,6.273,"United States of America","USA","High income","North America"
"6586","Durango",37.2756,-107.88,19.1275,"United States of America","USA","High income","North America"
"6587","Montrose",38.4773,-107.8655,18.4635,"United States of America","USA","High income","North America"
"6588","Craig",40.5173,-107.5504,9.3155,"United States of America","USA","High income","North America"
"6589","Boulder",40.0384,-105.2461,106.8975,"United States of America","USA","High income","North America"
"6590","Boulder City",35.979,-114.8316,15.0725,"United States of America","USA","High income","North America"
